nome,codigo,valor,intensidade,uf
ALTAMIRA DO MARANHÃO,2100402,0,si,Maranhão
CANINDÉ,2302800,5,s4,Ceará
MANGA,3139300,4,s3,Minas Gerais
SÃO MIGUEL DO ALEIXO,2807006,1,s0,Sergipe
BREJO DO CRUZ,2502805,1,s0,Paraíba
JAGUARIPE,2917805,1,s0,Bahia
MINADOR DO NEGRÃO,2705309,2,s1,Alagoas
CAMUTANGA,2603603,2,s1,Pernambuco
INHAPI,2703304,3,s2,Alagoas
FAGUNDES,2506103,2,s1,Paraíba
SÃO JOÃO DO PARAÍSO,2111052,2,s1,Maranhão
SANTA MARIA DA VITÓRIA,2928109,4,s3,Bahia
QUEIMADAS,2925808,1,s0,Bahia
CHOROZINHO,2303956,4,s3,Ceará
FLORES,2605608,4,s3,Pernambuco
LAGOA DA CANOA,2704104,1,s0,Alagoas
MIGUEL LEÃO,2206308,2,s1,Piauí
LASTRO,2508406,2,s1,Paraíba
ILHÉUS,2913606,1,s0,Bahia
UMBAÚBA,2807600,1,s0,Sergipe
GODOFREDO VIANA,2104305,2,s1,Maranhão
MARIBONDO,2704807,1,s0,Alagoas
PEDRA BRANCA,2511004,2,s1,Paraíba
SÃO RAIMUNDO NONATO,2210607,4,s3,Piauí
OLHO D'ÁGUA DAS CUNHÃS,2107407,0,si,Maranhão
PALMEIRA DO PIAUÍ,2207405,4,s3,Piauí
ESCADA,2605202,1,s0,Pernambuco
REMANSO,2926004,3,s2,Bahia
BACURITUBA,2101350,2,s1,Maranhão
TRAIRI,2313500,5,s4,Ceará
VILA NOVA DOS MARTÍRIOS,2112852,1,s0,Maranhão
RIBEIRÓPOLIS,2806008,1,s0,Sergipe
MADEIRO,2205854,1,s0,Piauí
PALMÁCIA,2310100,5,s4,Ceará
JUNQUEIRO,2704005,1,s0,Alagoas
OURIÇANGAS,2923308,3,s2,Bahia
JAGUARIBARA,2306801,3,s2,Ceará
BELÁGUA,2101731,0,si,Maranhão
HUMBERTO DE CAMPOS,2105005,3,s2,Maranhão
SÃO LUÍS DO CURU,2312601,5,s4,Ceará
RIO LARGO,2707701,0,si,Alagoas
FORTALEZA,2304400,4,s3,Ceará
SANTA LUZIA,2110005,1,s0,Maranhão
ÁGUA BRANCA,2500106,2,s1,Paraíba
ALTOS,2200400,3,s2,Piauí
OLINDINA,2923100,2,s1,Bahia
SÃO SEBASTIÃO DO UMBUZEIRO,2515203,4,s3,Paraíba
MATRIZ DE CAMARAGIBE,2705101,0,si,Alagoas
CAJAPIÓ,2102408,1,s0,Maranhão
BARRA DOS COQUEIROS,2800605,1,s0,Sergipe
ULIANÓPOLIS,1508126,1,s0,Pará
TAQUARANA,2709103,1,s0,Alagoas
MATA DE SÃO JOÃO,2921005,1,s0,Bahia
FERREIROS,2605509,2,s1,Pernambuco
VALENTE,2933000,2,s1,Bahia
POÇÃO DE PEDRAS,2108900,0,si,Maranhão
PETROLINA,2611101,5,s4,Pernambuco
CROATÁ,2304236,4,s3,Ceará
CHAVAL,2303907,1,s0,Ceará
SÃO JOSÉ DA LAGOA TAPADA,2514206,2,s1,Paraíba
CARNAÍBA,2603900,4,s3,Pernambuco
RIACHÃO DO JACUÍPE,2926301,3,s2,Bahia
COELHO NETO,2103406,1,s0,Maranhão
CAETANOS,2905156,3,s2,Bahia
CARAÚBAS,2504074,3,s2,Paraíba
PÃO DE AÇÚCAR,2706406,2,s1,Alagoas
URUÇUÍ,2211209,4,s3,Piauí
BARREIRA,2301950,4,s3,Ceará
SENADOR ALEXANDRE COSTA,2111748,0,si,Maranhão
UBAITABA,2932200,1,s0,Bahia
SÃO BENEDITO,2312304,4,s3,Ceará
CORRENTINA,2909307,4,s3,Bahia
GEMINIANO,2204352,5,s4,Piauí
MARAGOGIPE,2920601,1,s0,Bahia
PIRANHAS,2707107,2,s1,Alagoas
BARRAS,2201200,4,s3,Piauí
BODOCÓ,2602001,5,s4,Pernambuco
ABEL FIGUEIREDO,1500131,1,s0,Pará
NOSSA SENHORA APARECIDA,2804458,1,s0,Sergipe
PEDRA PRETA,2409605,2,s1,Rio Grande do Norte
SANTA CRUZ DA BAIXA VERDE,2612471,3,s2,Pernambuco
MASSAPÊ DO PIAUÍ,2206050,4,s3,Piauí
IGUATU,2305506,2,s1,Ceará
CONDEÚBA,2908705,3,s2,Bahia
FORTIM,2304459,4,s3,Ceará
TANHAÇU,2931004,3,s2,Bahia
JUAZEIRO DO NORTE,2307304,3,s2,Ceará
CANDIBA,2906600,4,s3,Bahia
CAJARI,2102507,0,si,Maranhão
SOLIDÃO,2614402,2,s1,Pernambuco
BAYEUX,2501807,2,s1,Paraíba
CATINGUEIRA,2504207,2,s1,Paraíba
ICÓ,2305407,2,s1,Ceará
SÃO FELIPE,2929107,1,s0,Bahia
LUCRÉCIA,2406908,2,s1,Rio Grande do Norte
XEXÉU,2616506,1,s0,Pernambuco
SANTA FILOMENA,2209203,3,s2,Piauí
BARÃO DE GRAJAÚ,2101509,2,s1,Maranhão
ASSARÉ,2301604,4,s3,Ceará
POTENGI,2311207,4,s3,Ceará
SANTA ROSA DE LIMA,2806503,1,s0,Sergipe
NOVA SOURE,2922904,2,s1,Bahia
ITABAIANINHA,2803005,1,s0,Sergipe
IPAUMIRIM,2305704,2,s1,Ceará
RIACHÃO DO POÇO,2512762,2,s1,Paraíba
OLHO D'ÁGUA DAS FLORES,2705705,2,s1,Alagoas
CAROLINA,2102804,3,s2,Maranhão
PONTE ALTA DO BOM JESUS,1717800,3,s2,Tocantins
MANARI,2609154,4,s3,Pernambuco
MORTUGABA,2921807,3,s2,Bahia
JURU,2508000,2,s1,Paraíba
CUITÉ DE MAMANGUAPE,2505238,2,s1,Paraíba
VIANA,2112803,0,si,Maranhão
CAPITÃO DE CAMPOS,2202406,4,s3,Piauí
VÁRZEA BRANCA,2211357,3,s2,Piauí
JANUÁRIO CICCO,2405306,1,s0,Rio Grande do Norte
CARIÚS,2303303,3,s2,Ceará
GRAJAÚ,2104800,2,s1,Maranhão
SÃO DOMINGOS,2806800,1,s0,Sergipe
CAMOCIM,2302602,2,s1,Ceará
HUGO NAPOLEÃO,2204600,3,s2,Piauí
ALCOBAÇA,2900801,0,si,Bahia
PASSA E FICA,2409100,2,s1,Rio Grande do Norte
AUGUSTINÓPOLIS,1702554,1,s0,Tocantins
PARIPUEIRA,2706448,0,si,Alagoas
CRISTINO CASTRO,2203107,4,s3,Piauí
CURURUPU,2103703,3,s2,Maranhão
TEREZINHA,2615102,2,s1,Pernambuco
SANTO AMARO DAS BROTAS,2806602,1,s0,Sergipe
ARARA,2500908,2,s1,Paraíba
PAJEÚ DO PIAUÍ,2207355,4,s3,Piauí
LIMOEIRO DO NORTE,2307601,4,s3,Ceará
ESPINOSA,3124302,4,s3,Minas Gerais
MARACAÇUMÉ,2106326,1,s0,Maranhão
DOIS RIACHOS,2702504,2,s1,Alagoas
TEOFILÂNDIA,2931509,2,s1,Bahia
CRUZ,2304251,2,s1,Ceará
TUNTUM,2112308,1,s0,Maranhão
SANTANA DO SERIDÓ,2411429,1,s0,Rio Grande do Norte
ITACURUBA,2607406,4,s3,Pernambuco
SAMBAÍBA,2109700,3,s2,Maranhão
CANAVIEIRAS,2906303,1,s0,Bahia
URANDI,2932606,4,s3,Bahia
MORRO DO CHAPÉU,2921708,2,s1,Bahia
SALITRE,2311959,5,s4,Ceará
JUCURUÇU,2918456,0,si,Bahia
IBICUÍ,2912301,1,s0,Bahia
BANABUIÚ,2301851,4,s3,Ceará
CANTANHEDE,2102705,0,si,Maranhão
COREAÚ,2304004,4,s3,Ceará
LANDRI SALES,2205607,3,s2,Piauí
TIBAU DO SUL,2414209,0,si,Rio Grande do Norte
JANDAÍRA,2917904,1,s0,Bahia
PUREZA,2410405,0,si,Rio Grande do Norte
CÂNDIDO MENDES,2102606,3,s2,Maranhão
SANTA LUZIA,2928059,1,s0,Bahia
PASSAGEM,2510709,1,s0,Paraíba
SÃO JOSÉ DOS CORDEIROS,2514800,2,s1,Paraíba
BACABAL,2101202,0,si,Maranhão
CENTRAL,2907608,1,s0,Bahia
BELA VISTA DO PIAUÍ,2201556,4,s3,Piauí
POTIRAGUÁ,2925402,1,s0,Bahia
MATO GROSSO,2509370,1,s0,Paraíba
LAJEDÃO,2918902,0,si,Bahia
GOVERNADOR LUIZ ROCHA,2104628,0,si,Maranhão
ITAPETINGA,2916401,2,s1,Bahia
BOQUIRA,2904100,3,s2,Bahia
MONTE ALEGRE DE SERGIPE,2804201,1,s0,Sergipe
NOVA IBIÁ,2922755,1,s0,Bahia
ITAIÇABA,2306207,4,s3,Ceará
RIACHUELO,2805901,1,s0,Sergipe
SERTÃOZINHO,2515930,2,s1,Paraíba
APODI,2401008,3,s2,Rio Grande do Norte
SANTANA DO MATOS,2411403,2,s1,Rio Grande do Norte
SANTA CRUZ DOS MILAGRES,2209153,4,s3,Piauí
PRAIA NORTE,1718303,2,s1,Tocantins
SANTO ANTÔNIO DOS LOPES,2110302,0,si,Maranhão
PEDRO LAURENTINO,2207934,4,s3,Piauí
INHAMBUPE,2913705,2,s1,Bahia
IPUPIARA,2914109,2,s1,Bahia
QUIXABA,2611533,3,s2,Pernambuco
MONTE ALEGRE,2407807,1,s0,Rio Grande do Norte
CORONEL JOÃO SÁ,2909208,1,s0,Bahia
CANSANÇÃO,2906808,3,s2,Bahia
JANDAÍRA,2405108,3,s2,Rio Grande do Norte
PRESIDENTE DUTRA,2109106,0,si,Maranhão
TREMEDAL,2931806,3,s2,Bahia
PENTECOSTE,2310704,5,s4,Ceará
CONCEIÇÃO DO CANINDÉ,2202802,4,s3,Piauí
SUSSUAPARA,2210938,5,s4,Piauí
ALAGOINHA,2600609,5,s4,Pernambuco
IRACEMA,2306009,2,s1,Ceará
PALESTINA,2706208,2,s1,Alagoas
COTEGIPE,2909406,3,s2,Bahia
SÃO JOSÉ DE RIBAMAR,2111201,3,s2,Maranhão
CATUNDA,2303659,5,s4,Ceará
PRATA DO PIAUÍ,2208601,3,s2,Piauí
SÃO JOÃO DO JAGUARIBE,2312502,4,s3,Ceará
ACARI,2400109,2,s1,Rio Grande do Norte
PORTALEGRE,2410207,2,s1,Rio Grande do Norte
ALEXANDRIA,2400505,2,s1,Rio Grande do Norte
NAZARÉ,2922508,1,s0,Bahia
PIRIPIRI,2208403,4,s3,Piauí
SÃO JOÃO,2613206,3,s2,Pernambuco
MONTADAS,2509503,2,s1,Paraíba
ARAÇAGI,2500809,2,s1,Paraíba
VERA CRUZ,2933208,1,s0,Bahia
SALGADO,2806206,1,s0,Sergipe
VÁRZEA,2414704,1,s0,Rio Grande do Norte
MATEIROS,1712702,3,s2,Tocantins
AROAZES,2200905,4,s3,Piauí
POTIRETAMA,2311231,2,s1,Ceará
CEDRO DE SÃO JOÃO,2801603,1,s0,Sergipe
BARRO,2302008,2,s1,Ceará
ABREU E LIMA,2600054,2,s1,Pernambuco
EUCLIDES DA CUNHA,2910701,2,s1,Bahia
SÃO PAULO DO POTENGI,2412609,1,s0,Rio Grande do Norte
CASTELO DO PIAUÍ,2202604,4,s3,Piauí
XIQUE-XIQUE,2933604,3,s2,Bahia
CACIMBA DE DENTRO,2503506,2,s1,Paraíba
SANTA LUZIA DO ITANHY,2806305,1,s0,Sergipe
DEMERVAL LOBÃO,2203305,2,s1,Piauí
APUAREMA,2901957,1,s0,Bahia
CAMPOS SALES,2302701,5,s4,Ceará
SANTA LUZIA DO NORTE,2707909,0,si,Alagoas
ITABAIANA,2506905,2,s1,Paraíba
CEDRO,2303808,2,s1,Ceará
SÃO BENTO,2513901,1,s0,Paraíba
COROATÁ,2103604,0,si,Maranhão
ITAPISSUMA,2607752,1,s0,Pernambuco
HORIZONTE,2305233,4,s3,Ceará
EXU,2605301,5,s4,Pernambuco
SUCUPIRA DO NORTE,2111904,1,s0,Maranhão
SALINAS DA MARGARIDA,2927309,1,s0,Bahia
COCOS,2908101,4,s3,Bahia
NATAL,2408102,0,si,Rio Grande do Norte
COXIXOLA,2504850,3,s2,Paraíba
FERNANDO FALCÃO,2104081,2,s1,Maranhão
SERROLÂNDIA,2930600,1,s0,Bahia
IGARASSU,2606804,2,s1,Pernambuco
PRIMAVERA,2611408,2,s1,Pernambuco
RIACHÃO DO BACAMARTE,2512754,2,s1,Paraíba
SÃO JOSÉ DA VITÓRIA,2929354,1,s0,Bahia
BREJO,2102101,1,s0,Maranhão
MULUNGU,2509800,2,s1,Paraíba
RAFAEL GODEIRO,2410603,2,s1,Rio Grande do Norte
ALCANTIL,2500536,3,s2,Paraíba
PILAR,2706901,1,s0,Alagoas
ORÓS,2309508,2,s1,Ceará
MURIBECA,2804300,1,s0,Sergipe
PALMEIRAS,2923506,2,s1,Bahia
ITANAGRA,2915908,1,s0,Bahia
MALHADA DE PEDRAS,2920304,3,s2,Bahia
AREIA BRANCA,2800506,1,s0,Sergipe
AREIA BRANCA,2401107,4,s3,Rio Grande do Norte
SÃO MIGUEL,2412500,2,s1,Rio Grande do Norte
GUARATINGA,2911808,0,si,Bahia
IPOJUCA,2607208,0,si,Pernambuco
AFRÂNIO,2600203,5,s4,Pernambuco
SÃO JOSÉ DO BREJO DO CRUZ,2514651,1,s0,Paraíba
BOM JESUS,2401701,1,s0,Rio Grande do Norte
LAGO VERDE,2105906,0,si,Maranhão
SERRA GRANDE,2515708,2,s1,Paraíba
SÃO BENTO DO NORTE,2411601,2,s1,Rio Grande do Norte
RETIROLÂNDIA,2926103,2,s1,Bahia
FRECHEIRINHA,2304509,3,s2,Ceará
TEJUÇUOCA,2313351,5,s4,Ceará
SÃO BENTO DO UNA,2613008,4,s3,Pernambuco
PICUÍ,2511400,2,s1,Paraíba
DIVISÓPOLIS,3122454,1,s0,Minas Gerais
CAJAZEIRINHAS,2503753,1,s0,Paraíba
SEVERIANO MELO,2413607,2,s1,Rio Grande do Norte
BARAÚNA,2401453,4,s3,Rio Grande do Norte
NOSSA SENHORA DE LOURDES,2804706,1,s0,Sergipe
CALÇADO,2603306,3,s2,Pernambuco
CRUZ DO ESPÍRITO SANTO,2504900,2,s1,Paraíba
JUVENÍLIA,3136959,4,s3,Minas Gerais
RAFAEL FERNANDES,2410504,2,s1,Rio Grande do Norte
TAPEROÁ,2931202,1,s0,Bahia
CAMPO DO BRITO,2801009,1,s0,Sergipe
SÃO JOSÉ DOS RAMOS,2514453,2,s1,Paraíba
QUIXADÁ,2311306,4,s3,Ceará
JERICÓ,2507408,1,s0,Paraíba
MATARACA,2509305,1,s0,Paraíba
VARGEM GRANDE,2112704,0,si,Maranhão
JUNDIÁ,2703908,0,si,Alagoas
FEIRA DE SANTANA,2910800,3,s2,Bahia
LAGO DA PEDRA,2105708,0,si,Maranhão
BOM JESUS,2201903,4,s3,Piauí
ALCÂNTARA,2100204,3,s2,Maranhão
JÚLIO BORGES,2205524,3,s2,Piauí
AXIXÁ,2101103,1,s0,Maranhão
MONTE ALEGRE DO PIAUÍ,2206605,3,s2,Piauí
MUCURI,2922003,0,si,Bahia
BIRITINGA,2903607,2,s1,Bahia
CENTRO DO GUILHERME,2103158,0,si,Maranhão
FLORÂNIA,2403806,2,s1,Rio Grande do Norte
JEREMOABO,2918100,3,s2,Bahia
CANGUARETAMA,2402204,1,s0,Rio Grande do Norte
SÃO JOÃO DO ARRAIAL,2209971,1,s0,Piauí
LAGOA NOVA,2406502,2,s1,Rio Grande do Norte
AMARAJI,2600906,2,s1,Pernambuco
POCINHOS,2512002,2,s1,Paraíba
JUSSIAPE,2918605,3,s2,Bahia
BONITO DE SANTA FÉ,2502409,2,s1,Paraíba
CORONEL EZEQUIEL,2402808,2,s1,Rio Grande do Norte
UBAJARA,2313609,3,s2,Ceará
SÃO GONÇALO DOS CAMPOS,2929305,3,s2,Bahia
PINDOBAÇU,2924603,2,s1,Bahia
COCAL DE TELHA,2202711,4,s3,Piauí
GARANHUNS,2606002,3,s2,Pernambuco
ÁGUAS BELAS,2600500,3,s2,Pernambuco
GUARIBAS,2204550,4,s3,Piauí
MAJOR ISIDORO,2704401,2,s1,Alagoas
BOM LUGAR,2102077,0,si,Maranhão
MATINHA,2106508,0,si,Maranhão
BONITO,2904050,2,s1,Bahia
UNA,2932507,1,s0,Bahia
MARACANAÚ,2307650,4,s3,Ceará
CÂNDIDO SALES,2906709,3,s2,Bahia
POÇO DANTAS,2512036,2,s1,Paraíba
MURICI,2705507,1,s0,Alagoas
GRANJEIRO,2304806,2,s1,Ceará
CARNAUBEIRA DA PENHA,2603926,4,s3,Pernambuco
SERRA DE SÃO BENTO,2413300,2,s1,Rio Grande do Norte
CRISÓPOLIS,2909604,2,s1,Bahia
PORTO FRANCO,2109007,2,s1,Maranhão
SANTA RITA DE CÁSSIA,2928406,3,s2,Bahia
PILÕES,2511608,2,s1,Paraíba
BARRO ALTO,2903235,1,s0,Bahia
MALHADA,2920205,4,s3,Bahia
CAMPO MAIOR,2202208,4,s3,Piauí
PIAÇABUÇU,2706802,0,si,Alagoas
SANTA FILOMENA DO MARANHÃO,2109759,0,si,Maranhão
ITIÚBA,2917003,3,s2,Bahia
MALHADA DOS BOIS,2803807,1,s0,Sergipe
ARATACA,2902252,1,s0,Bahia
PRESIDENTE SARNEY,2109270,1,s0,Maranhão
DESTERRO,2505402,2,s1,Paraíba
MIRANGABA,2921401,1,s0,Bahia
LOGRADOURO,2508554,2,s1,Paraíba
SÃO RAIMUNDO DAS MANGABEIRAS,2111607,3,s2,Maranhão
JUNDIÁ,2406155,1,s0,Rio Grande do Norte
SOUSA,2516201,2,s1,Paraíba
RIACHÃO,2109502,3,s2,Maranhão
COLÔNIA DO GURGUÉIA,2202752,4,s3,Piauí
CHÃ DE ALEGRIA,2604403,2,s1,Pernambuco
SANTA CRUZ DA VITÓRIA,2927804,1,s0,Bahia
PALMEIRAIS,2207504,2,s1,Piauí
INGAZEIRA,2607109,3,s2,Pernambuco
COREMAS,2504801,2,s1,Paraíba
MARI,2509107,2,s1,Paraíba
SANTA FILOMENA,2612554,5,s4,Pernambuco
GONGOGI,2911501,1,s0,Bahia
BONITO DE MINAS,3108255,3,s2,Minas Gerais
LAGOA SALGADA,2406601,1,s0,Rio Grande do Norte
PALMEIRAS DO TOCANTINS,1713809,2,s1,Tocantins
UMBURANAS,2932457,2,s1,Bahia
INAJÁ,2607000,4,s3,Pernambuco
NOSSA SENHORA DE NAZARÉ,2206753,4,s3,Piauí
ITAUEIRA,2205102,3,s2,Piauí
FREI MIGUELINHO,2605806,3,s2,Pernambuco
NAZÁRIA,2206720,2,s1,Piauí
BARRA DO CORDA,2101608,2,s1,Maranhão
RIO GRANDE DO PIAUÍ,2209005,3,s2,Piauí
ITAMARAJU,2915601,0,si,Bahia
UAUÁ,2932002,3,s2,Bahia
JATAÚBA,2608008,5,s4,Pernambuco
CORTÊS,2604809,2,s1,Pernambuco
SÃO SEBASTIÃO DE LAGOA DE ROÇA,2515104,2,s1,Paraíba
PIATÃ,2924306,2,s1,Bahia
TOMAR DO GERU,2807501,1,s0,Sergipe
PIRAÍ DO NORTE,2924678,1,s0,Bahia
TELHA,2807303,1,s0,Sergipe
JAPOATÃ,2803401,1,s0,Sergipe
SÃO RAIMUNDO DO DOCA BEZERRA,2111631,0,si,Maranhão
OUROLÂNDIA,2923357,1,s0,Bahia
CARUTAPERA,2102903,2,s1,Maranhão
PROPRIÁ,2805703,1,s0,Sergipe
SÃO JULIÃO,2210300,5,s4,Piauí
SÃO DESIDÉRIO,2928901,3,s2,Bahia
PERI MIRIM,2108405,2,s1,Maranhão
LUÍS CORREIA,2205706,1,s0,Piauí
PARELHAS,2408904,2,s1,Rio Grande do Norte
ITAQUARA,2916708,1,s0,Bahia
ARCOVERDE,2601201,4,s3,Pernambuco
JARDIM DE PIRANHAS,2405603,1,s0,Rio Grande do Norte
RIBEIRÃO,2611804,2,s1,Pernambuco
CABACEIRAS,2503100,2,s1,Paraíba
JOSÉ DE FREITAS,2205508,3,s2,Piauí
SÃO JOSÉ DA COROA GRANDE,2613404,0,si,Pernambuco
PRESIDENTE DUTRA,2925600,1,s0,Bahia
RIBAMAR FIQUENE,2109551,2,s1,Maranhão
GURJÃO,2506509,2,s1,Paraíba
PARARI,2510659,2,s1,Paraíba
JUNCO DO MARANHÃO,2105658,1,s0,Maranhão
BURITI,2102200,1,s0,Maranhão
ITAETÉ,2915007,2,s1,Bahia
MOGEIRO,2509404,2,s1,Paraíba
JAGUARUANA,2307007,4,s3,Ceará
MAGALHÃES DE ALMEIDA,2106300,1,s0,Maranhão
LAGOA DO SÍTIO,2205599,5,s4,Piauí
ANAGÉ,2901205,3,s2,Bahia
POÇO DE JOSÉ DE MOURA,2512077,2,s1,Paraíba
IPU,2305803,4,s3,Ceará
ANDORINHA,2901353,4,s3,Bahia
TANQUINHO,2931103,3,s2,Bahia
PIQUET CARNEIRO,2310902,3,s2,Ceará
SANTANA DO MUNDAÚ,2708105,2,s1,Alagoas
CAICÓ,2402006,1,s0,Rio Grande do Norte
MASSARANDUBA,2509206,2,s1,Paraíba
CASCAVEL,2303501,4,s3,Ceará
PARNAMIRIM,2403251,0,si,Rio Grande do Norte
CANDEAL,2906402,3,s2,Bahia
BOM JESUS DAS SELVAS,2102036,1,s0,Maranhão
OLIVEDOS,2510501,2,s1,Paraíba
SURUBIM,2614501,3,s2,Pernambuco
FARTURA DO PIAUÍ,2203750,3,s2,Piauí
BAIXA GRANDE DO RIBEIRO,2201150,3,s2,Piauí
CRISTINÁPOLIS,2801702,1,s0,Sergipe
DORMENTES,2605152,5,s4,Pernambuco
WANDERLEY,2933455,3,s2,Bahia
JUAZEIRO,2918407,3,s2,Bahia
SÃO JOÃO DO TIGRE,2514107,5,s4,Paraíba
ITATUBA,2507200,2,s1,Paraíba
CAUCAIA,2303709,5,s4,Ceará
CABECEIRAS DO PIAUÍ,2202059,3,s2,Piauí
SANTO ANTÔNIO DO JACINTO,3160306,0,si,Minas Gerais
IRAJUBA,2914208,2,s1,Bahia
APARECIDA,2500775,2,s1,Paraíba
CARUARU,2604106,4,s3,Pernambuco
SANTA CRUZ DO PIAUÍ,2209104,4,s3,Piauí
CAMALAÚ,2503902,4,s3,Paraíba
ANGICAL,2901403,3,s2,Bahia
HELIÓPOLIS,2911857,1,s0,Bahia
SÃO JOSÉ DO EGITO,2613602,3,s2,Pernambuco
CATURAMA,2907558,3,s2,Bahia
PAULISTA,2610707,2,s1,Pernambuco
CONTENDAS DO SINCORÁ,2908804,3,s2,Bahia
JOSELÂNDIA,2105609,0,si,Maranhão
MACEIÓ,2704302,0,si,Alagoas
SÃO FÉLIX DO CORIBE,2929057,4,s3,Bahia
